D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_42_768.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_42_768.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_42_768.jpg,0,0,0,2.121721E-05
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_42_834.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_42_834.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_42_834.jpg,0,0,0,3.099852E-05
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_42_919.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_42_919.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_42_919.jpg,0,0,0,8.587776E-06
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_43_001.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_43_001.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_43_001.jpg,0,0,0,2.417911E-05
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_43_068.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_43_068.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_43_068.jpg,0,0,0,2.082392E-05
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_43_151.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_43_151.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_43_151.jpg,0,0,0,4.9451E-06
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_43_218.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_43_218.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_43_218.jpg,0,0.0509025,0,0.01879951
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_43_301.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_43_301.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_43_301.jpg,0,0.2505753,0,0.1815887
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_43_368.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_43_368.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_43_368.jpg,0,0.5000067,0,0.5547882
D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\center_2023_06_24_15_34_43_435.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\left_2023_06_24_15_34_43_435.jpg,D:\TEC DE MONTERREY MATERIAS\NAVEGACION AUTONOMA\Dataset\IMG\right_2023_06_24_15_34_43_435.jpg,0,0.7002009,0,0.9426975
